,msa,NAME,S1701_C01_001E,S2201_C01_001E,S0101_C01_024E,S0101_C01_022E,S0101_C01_028E,S2301_C01_001E,B01001_001E,B25001_001E,B25002_001E,B25005_001E,B25048_001E,B25052_001E,B25007_012E,B25041_003E,B25041_004E,B25041_005E,B25041_006E,B25041_007E,B25019_001E,B06011_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,gdp_2019
337,29020,"Kokomo, IN Metro Area",80726,34151,29377,19278,21344,65965,82544,39860,39860,5709.0,34151.0,34151.0,9231,3145,11869,17566,5334,1136,237128,30035.0,5846.0,19730.0,21397.0,6814.0,3606.0,3954647.0
338,29100,"La Crosse-Onalaska, WI-MN Metro Area",131614,56515,57135,27201,33773,112425,136616,59829,59829,3314.0,56515.0,56515.0,18541,6531,16685,21917,10787,3291,365046,31868.0,3993.0,25203.0,30558.0,19469.0,10884.0,7432876.0
339,29180,"Lafayette, LA Metro Area",479714,184313,195681,119656,106068,381416,489207,213304,213304,28991.0,184313.0,184313.0,57833,17048,49225,113863,28110,3556,1209072,28020.0,45202.0,118630.0,81817.0,59341.0,22799.0,20368363.0
340,29200,"Lafayette-West Lafayette, IN Metro Area",216165,89655,115766,48176,44002,190634,233674,96221,96221,6566.0,89655.0,89655.0,37182,10162,23350,39728,17540,3323,574026,26293.0,13091.0,40765.0,34241.0,26507.0,20680.0,10411399.0
341,29340,"Lake Charles, LA Metro Area",205870,79505,82509,52121,43782,162013,209035,96832,96832,17327.0,79505.0,79505.0,26474,6629,23342,50160,13890,1398,545747,28739.0,19305.0,49250.0,38077.0,20063.0,11570.0,16984189.0
342,29420,"Lake Havasu City-Kingman, AZ Metro Area",208280,91095,58945,35605,87716,181081,212181,116201,116201,25106.0,91095.0,91095.0,25307,8319,37678,57683,9608,1266,610799,25668.0,21236.0,55224.0,64740.0,13958.0,8053.0,5200986.0
343,29460,"Lakeland-Winter Haven, FL Metro Area",709779,238629,270762,159139,191618,584373,724777,304440,304440,65811.0,238629.0,238629.0,73140,26448,97902,124535,46512,5841,1691499,26196.0,67412.0,172422.0,159809.0,69107.0,35533.0,24837880.0
344,29540,"Lancaster, PA Metro Area",532688,204701,205388,127872,136672,431887,545724,213299,213299,8598.0,204701.0,204701.0,62179,17496,45365,90056,44760,11041,1346783,32236.0,52866.0,128767.0,83551.0,68160.0,36279.0,26881438.0
345,29620,"Lansing-East Lansing, MI Metro Area",527390,215854,235191,112205,125031,451792,550391,234598,234598,18744.0,215854.0,215854.0,70506,23190,61816,97797,38802,9101,1420381,31108.0,21673.0,94598.0,121628.0,71931.0,50910.0,23837397.0
346,29700,"Laredo, TX Metro Area",273276,76326,119673,89076,37576,197296,276652,85800,85800,9474.0,76326.0,76326.0,30600,7747,20129,42041,10650,2350,453598,23473.0,52961.0,30963.0,40492.0,23467.0,8165.0,12348848.0
347,29740,"Las Cruces, NM Metro Area",212737,79094,93595,52678,47351,171663,218195,89967,89967,10873.0,79094.0,79094.0,28020,5676,24170,43645,12988,1541,476217,21742.0,29664.0,28024.0,40243.0,20591.0,16057.0,6858097.0
348,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2239097,813607,922067,520797,471707,1801889,2266715,924533,924533,110926.0,813607.0,813607.0,372222,101164,250264,325600,171078,46268,4873706,31819.0,213359.0,440002.0,507479.0,262662.0,137445.0,110102880.0
349,29940,"Lawrence, KS Metro Area",114055,48508,62640,22753,22866,101542,122259,51770,51770,32656.16304347826,48508.0,48508.0,24605,5637,15253,16507,9000,3920,299509,27280.0,3605.0,15135.0,19529.0,21459.0,12610.0,4455949.0
350,30020,"Lawton, OK Metro Area",116639,44127,57345,29096,22685,100537,126043,54528,54528,10401.0,44127.0,44127.0,20619,3555,10851,28516,8340,1107,303558,26581.0,7966.0,28038.0,29100.0,10082.0,6742.0,4684678.0
351,30140,"Lebanon, PA Metro Area",138363,53861,50530,31560,36700,112923,141793,58258,58258,4397.0,53861.0,53861.0,15523,4291,12870,27772,9739,2132,358927,31570.0,13052.0,43389.0,21172.0,13483.0,7082.0,5651715.0
352,30300,"Lewiston, ID-WA Metro Area",62001,26915,22757,13271,18918,50723,62990,28969,28969,32656.16304347826,26915.0,26915.0,6782,1841,7577,11368,6114,1660,181096,31756.0,3438.0,12641.0,17390.0,6671.0,3989.0,2723451.0
353,30340,"Lewiston-Auburn, ME Metro Area",104940,45924,39318,23271,28275,87583,108277,50309,50309,32656.16304347826,45924.0,45924.0,16084,5711,14208,20683,6883,1934,288007,33658.0,6745.0,25890.0,24168.0,12689.0,6345.0,4317875.0
354,30460,"Lexington-Fayette, KY Metro Area",498741,205914,220307,113827,106127,414945,517056,224430,224430,18516.0,205914.0,205914.0,84621,23338,50452,92039,42429,11138,1318228,31280.0,28510.0,84509.0,98521.0,73159.0,58024.0,26818596.0
355,30620,"Lima, OH Metro Area",97864,40460,39294,23627,24967,81560,102351,45188,45188,4728.0,40460.0,40460.0,12193,2431,10115,22388,7230,2317,284019,29681.0,6270.0,28962.0,20432.0,9208.0,4179.0,7920377.0
356,30700,"Lincoln, NE Metro Area",321198,135008,150370,76399,67797,267566,336541,142206,142206,7198.0,135008.0,135008.0,52808,19537,38579,47520,25608,8379,870943,32175.0,14294.0,43743.0,68196.0,52903.0,30139.0,17925555.0
357,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",730010,288565,300844,172607,164623,591364,744483,331096,331096,42531.0,288565.0,288565.0,103973,30607,77163,159744,49271,7973,1886496,30531.0,43510.0,153898.0,151756.0,96172.0,55858.0,33523349.0
358,30860,"Logan, UT-ID Metro Area",138589,45043,68839,42274,21462,104038,141760,48223,48223,3180.0,45043.0,45043.0,15662,3408,10539,13827,10205,10000,326136,24667.0,5894.0,18317.0,26012.0,16080.0,8994.0,5507267.0
359,30980,"Longview, TX Metro Area",275245,102964,110334,70340,67093,223616,286657,120460,120460,17496.0,102964.0,102964.0,32929,11317,28237,59547,16434,2469,679776,27081.0,26516.0,57400.0,69125.0,25682.0,11827.0,15985523.0
360,31020,"Longview, WA Metro Area",108899,42790,40308,25198,27970,88442,110593,45285,45285,32656.16304347826,42790.0,42790.0,14985,4484,11052,18754,7278,2139,266600,30183.0,7838.0,22743.0,35045.0,8010.0,3838.0,4925417.0
361,31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",13010414,4372678,5583340,2834225,2686886,10702867,13214799,4697571,4697571,324893.0,4372678.0,4372678.0,2264637,853122,1365007,1343162,675826,176101,22962290,32473.0,1708635.0,1829694.0,2371370.0,2119864.0,1132529.0,960249652.0
362,31140,"Louisville/Jefferson County, KY-IN Metro Area",1239207,495246,489230,282962,298607,1016105,1266389,551989,551989,56743.0,495246.0,495246.0,162394,58944,136312,229394,92424,26732,3335257,31925.0,80535.0,260983.0,267084.0,166621.0,103264.0,64568844.0
363,31180,"Lubbock, TX Metro Area",309485,121838,150950,76302,57883,254395,321982,136238,136238,14400.0,121838.0,121838.0,52217,14470,30669,64273,21486,2146,739245,27520.0,26386.0,49344.0,56783.0,36911.0,23769.0,13165348.0
364,31340,"Lynchburg, VA Metro Area",254304,102879,105572,53588,68384,218212,266186,117772,117772,14893.0,102879.0,102879.0,29834,6197,31219,56497,18134,4636,726159,29716.0,20639.0,51376.0,54121.0,32664.0,19664.0,9741396.0
365,31420,"Macon-Bibb County, GA Metro Area",222785,85864,88618,53331,55520,184572,231130,103354,103354,17490.0,85864.0,85864.0,31922,8424,24445,46167,18010,4654,623081,26543.0,19230.0,51317.0,46813.0,20174.0,17041.0,10486134.0
366,31460,"Madera, CA Metro Area",148449,44387,64278,43140,30264,119190,157327,51440,51440,7053.0,44387.0,44387.0,16166,2844,8706,24913,12097,2161,296035,24740.0,26886.0,25071.0,33413.0,10116.0,3906.0,6740169.0
367,31540,"Madison, WI Metro Area",648080,279014,291441,135329,141733,544019,664865,294054,294054,15040.0,279014.0,279014.0,109934,36592,82496,101846,51660,11382,1724286,39975.0,19903.0,90494.0,120145.0,130659.0,87444.0,46326963.0
368,31700,"Manchester-Nashua, NH Metro Area",408711,162588,160751,84269,97625,343869,417025,173305,173305,10717.0,162588.0,162588.0,53493,20800,52674,63097,29270,4453,1008277,38894.0,22961.0,78345.0,83850.0,72579.0,39867.0,25687589.0
369,31740,"Manhattan, KS Metro Area",118357,46526,70861,28883,18560,103736,130285,56719,56719,10193.0,46526.0,46526.0,23773,4809,15967,21236,10081,3007,333381,26311.0,2622.0,16263.0,25271.0,15109.0,11289.0,6120597.0
370,31860,"Mankato, MN Metro Area",95658,39791,46746,21597,21310,82238,101927,42853,42853,3062.0,39791.0,39791.0,13866,3582,10235,14441,9908,3548,276376,31742.0,2635.0,15167.0,20771.0,15082.0,7757.0,5444798.0
371,31900,"Mansfield, OH Metro Area",113846,49812,42953,26106,31745,97923,121154,54101,54101,4289.0,49812.0,49812.0,16274,4159,14710,26337,6776,1734,332189,25020.0,9665.0,34298.0,25377.0,9555.0,6497.0,4370872.0
372,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6168007,2251002,2611917,1434767,1208862,4997338,6280697,2401483,2401483,150481.0,2251002.0,2251002.0,821193,331532,494673,693842,558692,246749,15442515,49957.0,386850.0,775315.0,932699.0,1132060.0,1083660.0,492129890.0
373,47940,"Waterloo-Cedar Falls, IA Metro Area",162091,67137,69539,36709,40642,136493,168522,74636,74636,7499.0,67137.0,67137.0,20251,6616,23746,28155,11565,3403,442322,31580.0,6881.0,35621.0,33597.0,21865.0,10725.0,8535622.0
374,48060,"Watertown-Fort Drum, NY Metro Area",102574,41214,49250,25941,21895,86550,109834,60160,60160,18946.0,41214.0,41214.0,17878,6540,19363,22428,8738,2067,343790,30338.0,6465.0,25321.0,22571.0,9421.0,6241.0,5873301.0
375,48140,"Wausau-Weston, WI Metro Area",161412,67342,56853,35811,44139,131937,163285,77280,77280,9938.0,67342.0,67342.0,18001,5600,20861,31320,13479,4493,469969,32891.0,8479.0,41456.0,38426.0,18612.0,8505.0,9467141.0
376,48260,"Weirton-Steubenville, WV-OH Metro Area",112305,50065,38722,20769,36488,97599,115816,57544,57544,7479.0,50065.0,50065.0,14572,3777,17911,26951,7367,1214,347591,28973.0,7827.0,37247.0,25133.0,9954.0,4935.0,6918920.0
377,48300,"Wenatchee, WA Metro Area",119369,44478,44528,28911,31666,94976,120629,56052,56052,11574.0,44478.0,44478.0,15615,4763,14959,22650,10005,2050,307297,29846.0,15110.0,22393.0,24558.0,14039.0,6355.0,6097539.0
378,48540,"Wheeling, WV-OH Metro Area",132595,55796,48774,26340,41135,116003,138948,68802,68802,13006.0,55796.0,55796.0,14462,6865,20650,29938,8256,1969,407223,27014.0,7397.0,44118.0,28173.0,13119.0,8508.0,12249099.0
379,48620,"Wichita, KS Metro Area",627479,246836,252823,162323,141543,496544,640218,275445,275445,28609.0,246836.0,246836.0,87537,24959,70947,102772,45626,24282,1731453,31595.0,39223.0,111325.0,138858.0,84363.0,46077.0,33975620.0
380,48660,"Wichita Falls, TX Metro Area",137770,56673,62738,33442,32487,120966,151254,65705,65705,9032.0,56673.0,56673.0,20559,5811,17743,30863,8553,748,369014,26787.0,11494.0,34365.0,31039.0,13377.0,8779.0,6154192.0
381,48700,"Williamsport, PA Metro Area",106514,44842,41434,23218,30967,92921,113299,53647,53647,8805.0,44842.0,44842.0,13634,4637,12812,24028,8652,2526,333529,28911.0,8299.0,31786.0,20853.0,12418.0,7135.0,6441988.0
382,48900,"Wilmington, NC Metro Area",288706,121734,120505,56786,74438,247988,297533,144853,144853,23119.0,121734.0,121734.0,45627,11139,34141,70158,20269,6300,820546,30445.0,16119.0,43863.0,65327.0,52722.0,28254.0,13276112.0
383,49020,"Winchester, VA-WV Metro Area",135830,50062,49200,30883,36773,111687,139125,60227,60227,10165.0,50062.0,50062.0,13898,3348,16169,24962,11010,3772,387877,32882.0,11454.0,33100.0,26150.0,14382.0,11411.0,6269888.0
384,49180,"Winston-Salem, NC Metro Area",662172,270273,245490,146849,163026,546402,676008,303972,303972,33699.0,270273.0,270273.0,87253,18992,80845,147980,45142,7989,1801155,29837.0,57933.0,140777.0,144793.0,81489.0,46023.0,30879321.0
385,49340,"Worcester, MA-CT Metro Area",913547,363177,365498,196466,221685,776740,947404,387845,387845,24668.0,363177.0,363177.0,127577,43306,103130,153319,66100,14560,2291436,35570.0,55537.0,191318.0,179341.0,138850.0,93873.0,45527976.0
386,49420,"Yakima, WA Metro Area",247015,83992,100142,73689,48696,184485,250873,89751,89751,5759.0,83992.0,83992.0,30713,5378,23396,38847,13727,3616,511089,27209.0,39099.0,42786.0,45403.0,17003.0,9510.0,11038340.0
388,49620,"York-Hanover, PA Metro Area",438490,175441,164076,98639,113208,361596,449058,185652,185652,10211.0,175441.0,175441.0,43776,14897,38002,84707,36112,9834,1208110,34376.0,31381.0,119648.0,80459.0,54403.0,28632.0,19163414.0
389,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",518600,230643,184818,106394,158551,443306,536081,259281,259281,28638.0,230643.0,230643.0,67750,19220,63159,126563,38229,6623,1575405,26643.0,39797.0,152086.0,103534.0,57347.0,29988.0,19794756.0
390,49700,"Yuba City, CA Metro Area",172818,59866,69089,46549,38092,133227,175639,63628,63628,3762.0,59866.0,59866.0,23350,5038,15405,28919,10231,2090,355613,29077.0,22547.0,27515.0,41324.0,14406.0,7874.0,7108720.0
391,49740,"Yuma, AZ Metro Area",207253,74042,84747,53571,51944,164744,213787,94648,94648,20606.0,74042.0,74042.0,24943,19039,20801,35535,12985,957,444355,24927.0,35341.0,35591.0,46728.0,12459.0,6968.0,7926771.0
